id,sex,employment,marital,income,social3
221017,1,employed,1,8276,.50534487
221018,0,employed,1,67031,.54910606
221019,0,employed,1,9379,.72043782
221020,1,employed,1,8667,.66647327
221021,1,employed,1,13165,0
221022,1,employed,1,9189,.12100807
221023,1,unemployed,0,14318,.86406177
221024,1,employed,1,23813,.17163759
221025,1,employed,0,22594,.58820003
221026,1,unemployed,0,0,.65978843
221027,1,unemployed,0,8374,0
221028,1,retired,1,22204,0
221029,0,employed,0,37397,0
221030,1,unemployed,1,7624,.73395234
221031,1,employed,1,7518,.63128692
221032,1,employed,0,110191,.3355571
221033,1,employed,1,8482,0
221034,1,employed,1,36207,.27080044
221035,1,unemployed,0,17014,0
221036,0,employed,1,5056,.73864698
221037,1,employed,1,17003,.72206265
221038,1,employed,1,27592,.28096321
221039,1,student,0,5001,.93027204
221040,1,employed,0,24863,.65827483
221041,1,unemployed,1,7641,.22133094
221042,1,employed,0,33380,.64464426
221043,0,employed,1,10727,.58093971
221044,1,student,0,21788,.83748055
221045,1,employed,1,8491,.47734636
221046,1,employed,0,7829,.88266599
221047,1,employed,1,15252,0
221048,0,unemployed,1,8977,0
221049,1,employed,1,12121,.53098303
221050,0,employed,0,11509,.5842219
221051,1,employed,1,7951,.48241034
221052,1,student,0,0,.97430396
221053,0,unemployed,1,0,.50145268
221054,1,unemployed,1,0,0
221055,1,employed,1,13618,.57553107
221056,1,employed,1,6348,.39822012
221057,0,unemployed,0,0,0
221058,1,employed,1,8448,.76747978
221059,1,employed,1,75937,.62144053
221060,0,employed,1,8150,.76091474
221061,0,employed,1,15186,.67940074
221062,0,employed,1,13887,0
221063,0,student,1,0,.053020451
221064,0,unemployed,1,0,0
221065,0,student,0,44226,.85542804
221066,0,student,0,0,.79575992
221067,1,employed,0,5258,.4693898
221068,0,employed,0,11395,.87029189
221069,0,employed,1,12982,0
221070,0,employed,1,20997,.37783563
221071,1,employed,1,6413,.20121214
221072,1,employed,1,85438,.1296645
221073,1,student,0,11964,.94136673
221074,1,unemployed,0,0,.54896271
221075,0,unemployed,1,22059,.71290803
221076,0,unemployed,0,0,.69102955
221077,1,employed,1,16635,0
221078,1,employed,1,7245,0
221079,1,student,0,0,0
221080,0,employed,1,59304,.10798538
221081,1,employed,1,22265,0
221082,1,employed,1,28740,.76015908
221083,1,employed,1,72906,.43700811
221084,1,unemployed,1,0,.67290795
221085,1,unemployed,0,0,.7140466
221086,0,unemployed,1,0,0
221087,1,employed,1,15469,.88089472
221088,0,student,0,0,.77244073
221089,1,employed,1,12641,0
221090,1,employed,1,8392,.10307987
221091,1,unemployed,0,0,.73096699
221092,0,employed,1,25478,.65112394
221093,1,retired,0,37857,0
221094,1,student,0,0,.010740133
221095,1,retired,1,10631,0
221096,1,employed,0,116525,.86303532
221097,0,retired,0,14817,0
221098,1,retired,1,8079,0
221099,0,employed,1,164070,0
221100,1,employed,1,13708,.11793959
221101,1,student,0,0,.92664289
221102,1,unemployed,0,0,0
221103,1,employed,1,231832,.59109354
221104,1,student,0,0,.85739934
221105,1,employed,1,9237,0
221106,1,employed,0,9658,.52363038
221107,0,employed,1,83076,0
221108,1,student,0,0,0
221109,1,student,0,22274,.85292029
221110,1,employed,0,21861,.35703567
221111,0,employed,1,18836,0
221112,0,employed,0,20405,.27062109
221113,1,employed,1,13112,0
221114,1,employed,1,10795,.51830107
221115,0,employed,1,8427,.92607594
221116,0,employed,1,12374,.78874683
221117,0,employed,1,7190,0
221118,0,employed,0,5883,0
221119,0,unemployed,0,0,.78194988
221120,1,retired,1,5446,.29647869
221121,0,employed,0,133756,0
221122,1,unemployed,1,0,.60072279
221123,0,employed,1,12989,.52659881
221124,1,student,0,0,.96903861
221125,1,employed,1,24559,.59392285
221126,1,employed,1,89550,0
221127,1,student,0,2723,.89656448
221128,1,employed,1,8214,.84414321
221129,1,unemployed,1,0,.1901347
221130,1,employed,1,15230,0
221131,1,employed,1,46267,.9095524
221132,1,retired,1,4237,.26001137
221133,0,student,0,79975,.35505953
221134,1,employed,1,9887,.85411459
221135,0,unemployed,1,0,.91469347
221136,1,student,0,0,.52323139
221137,1,employed,0,12677,.21849814
221138,1,retired,1,8469,.20567974
221139,1,unemployed,0,11767,0
221140,1,employed,0,25480,0
221141,0,unemployed,0,0,.24361847
221142,0,employed,1,80808,.17947009
221143,1,employed,1,11045,.51435918
221144,1,employed,1,7872,0
221145,0,retired,0,4883,0
221146,1,employed,0,176349,.85385239
221147,0,student,0,0,.49973977
221148,1,student,0,8869,.3570058
221149,1,employed,0,45123,.62151396
221150,1,student,0,0,.91858792
221151,1,employed,1,10331,0
221152,1,unemployed,1,0,.75143713
221153,0,retired,1,5953,.23935822
221154,1,employed,1,9613,.63695371
221155,0,employed,0,13120,.24954481
221156,1,employed,1,13223,.6231575
221157,1,employed,1,31190,.65504861
221158,0,employed,1,22149,.76661938
221159,1,retired,1,4788,.14565387
221160,1,student,0,0,.31029996
221161,0,employed,1,4299,.20229132
221162,0,employed,0,20395,.62397218
221163,0,employed,0,37567,.003059689
221164,1,unemployed,1,30032,.92183262
221165,0,employed,1,12983,0
221166,0,retired,0,7178,.1093045
221167,0,student,0,0,.96033669
221168,1,employed,0,25574,.95149469
221169,1,employed,1,5695,.65142787
221170,0,unemployed,0,0,.9794324
221171,0,employed,1,20159,.50919604
221172,1,employed,1,126781,.30124831
221173,1,student,0,21618,.45092165
221174,1,student,1,0,.12256462
221175,1,employed,1,7476,.25750369
221176,1,student,0,10170,.82013768
221177,1,employed,0,16736,0
221178,1,employed,0,7059,.042924836
221179,1,employed,1,10132,.78564608
221180,1,unemployed,0,0,.63777286
221181,0,unemployed,1,12195,.041522853
221182,1,student,0,28906,.12493197
221183,0,unemployed,1,0,.64837444
221184,1,retired,1,5334,.26936191
221185,1,employed,1,45390,0
221186,1,employed,1,51722,.62742329
221187,1,student,0,20144,.0034457915
221188,0,unemployed,0,30392,.88551998
221189,0,employed,1,16400,0
221190,1,student,0,0,0
221191,1,employed,0,74575,.48900974
221192,1,retired,1,18560,.27121985
221193,1,retired,1,7041,.29398403
221194,1,unemployed,1,14177,.57662052
221195,1,employed,1,159602,.77816951
221196,1,employed,1,12601,.5672341
221197,1,employed,1,53416,.33510974
221198,1,employed,0,71574,.96971053
221199,1,student,0,0,.23481739
221200,1,employed,0,73231,.047892172
221201,1,retired,1,230582,.30467612
221202,0,employed,1,419705,.039754055
221203,1,student,0,0,.51112401
221204,1,student,0,4501,.835482
221205,1,unemployed,1,0,.60535675
221206,1,student,0,10338,.77396101
221207,1,employed,1,73673,.23835289
221208,1,employed,1,12022,0
221209,0,employed,1,30629,.80533653
221210,1,employed,0,12108,0
221211,0,employed,0,12390,.48303726
221212,1,employed,1,9142,0
221213,0,employed,1,45380,.094291069
221214,0,employed,0,20431,.087115116
221215,1,employed,1,20371,.5147723
221216,1,student,0,0,.87486732
221217,1,retired,1,5457,.052217662
221218,1,employed,1,650405,.63265264
221219,1,student,0,0,.82166582
221220,0,employed,1,16231,.45050237
221221,0,employed,1,7204,.27806902
221222,0,employed,1,110653,.76127058
221223,0,employed,1,4751,.5760147
221224,0,employed,1,10921,.71355653
221225,1,unemployed,0,0,.54452854
221226,0,employed,1,35462,.55713475
221227,0,retired,1,16337,0
221228,1,employed,1,24928,0
221229,1,employed,1,8048,.66711247
221230,1,employed,1,18079,.61819226
221231,1,student,0,28613,.76374197
221232,1,employed,1,7626,0
221233,0,employed,1,45591,.0012921491
221234,0,student,0,0,.90492058
221235,1,employed,1,6266,0
221236,1,student,0,0,.9850142
221237,1,employed,1,17576,0
221238,0,retired,1,13375,.34490895
221239,0,retired,1,7214,.070806876
221240,1,student,0,0,.22948204
221241,1,student,0,0,.96239448
221242,1,employed,1,38794,0
221243,0,retired,1,6056,.024008434
221244,1,unemployed,1,0,.59687042
221245,1,employed,0,57412,.053281009
221246,0,student,0,72435,.74104333
221247,1,employed,1,29538,.27480948
221248,1,student,0,0,.45590585
221249,1,employed,1,8852,0
221250,1,employed,1,15724,.63150924
221251,0,unemployed,1,5585,.7653901
221252,1,student,0,0,0
221253,1,student,0,0,.74916023
221254,1,employed,1,12441,.008855015
221255,1,employed,1,10784,.7421217
221256,1,retired,0,6301,0
221257,1,employed,0,47544,.69726908
221258,1,student,0,0,.8431806
221259,0,employed,0,19535,.094967671
221260,1,employed,1,9860,0
221261,0,employed,1,78347,.38620505
221262,0,employed,1,20687,.7975139
221263,1,employed,1,11753,0
221264,1,employed,0,7757,0
221265,0,student,0,0,.36875507
221266,0,student,0,0,.72404653
221267,0,employed,1,6440,0
221268,0,employed,0,35916,.84773678
221269,1,employed,1,6825,0
221270,1,retired,1,845,.22594626
221271,1,employed,0,11013,.69086635
221272,1,employed,1,7114,.00070433598
221273,1,employed,1,7721,.99430555
221274,1,employed,0,15763,.54719913
221275,0,unemployed,0,0,.14279793
221276,1,employed,1,111054,.96142662
221277,1,unemployed,1,0,.63597149
221278,1,retired,1,5740,.20280345
221279,1,retired,0,14094,.039115243
221280,0,employed,1,4819,.31092006
221281,1,employed,1,13126,0
221282,0,unemployed,1,11469,0
221283,1,employed,1,14922,.55800098
221284,1,employed,1,16473,.2967867
221285,0,retired,0,47684,0
221286,1,employed,1,10951,.63226879
221287,1,employed,1,8229,.92993796
221288,0,employed,1,5723,.60831428
221289,1,student,0,8241,0
221290,0,retired,1,4044,0
221291,1,employed,1,12471,0
221292,1,employed,0,10881,.027743813
221293,1,employed,1,10270,.51174277
221294,1,employed,1,21549,0
221295,1,employed,1,21244,.3142564
221296,1,employed,1,18724,.51241559
221297,0,student,0,4005,.6490339
221298,1,unemployed,1,0,.6797086
221299,1,employed,1,115727,0
221300,1,retired,0,6966,.25445271
221301,1,retired,0,32866,0
221302,1,employed,1,15498,.81860322
221303,0,retired,1,4016,.17353478
221304,0,retired,1,3625,.27272213
221305,1,employed,1,160003,.63397968
221306,1,employed,1,9376,.58980739
221307,1,student,0,10624,.84743226
221308,1,student,0,0,.35944548
221309,0,student,0,0,.75449651
221310,1,employed,1,17394,.39186525
221311,1,employed,1,12547,.72555417
221312,0,employed,0,7584,.28860486
221313,1,employed,0,18202,.62472224
221314,0,unemployed,1,0,.61985242
221315,0,retired,0,8709,.29612857
221316,1,employed,0,7802,0
221317,1,employed,0,8092,.56062692
221318,1,employed,0,5899,.59465319
221319,0,retired,0,3469,.29679844
221320,1,unemployed,0,0,.86820686
221321,0,employed,1,5355,0
221322,1,employed,1,83828,.52824742
221323,1,student,0,0,0
221324,1,employed,1,12741,.55868065
221325,1,employed,0,5831,.72062361
221326,1,employed,0,14564,.60380352
221327,1,employed,0,8557,.76965147
221328,1,employed,1,6812,.54108483
221329,1,retired,1,10557,0
221330,1,employed,1,17781,.58004951
221331,1,employed,1,62033,.28305325
221332,1,employed,0,22402,.60252738
221333,1,employed,1,5267,.10041693
221334,1,employed,1,7084,.50587279
221335,1,retired,0,9721,0
221336,1,employed,1,11859,.34017923
221337,1,retired,0,3797,0
221338,0,unemployed,1,7388,.56499493
221339,1,employed,1,24659,0
221340,1,employed,1,31258,0
221341,0,employed,1,12376,0
221342,1,employed,1,15304,0
221343,1,student,0,0,.99548215
221344,1,student,0,12508,.93516994
221345,1,student,0,4189,.89184785
221346,1,employed,1,18133,.90133703
221347,0,student,1,0,.85193992
221348,1,employed,0,11728,.20140021
221349,0,employed,1,9183,.28275719
221350,1,employed,1,6335,0
221351,1,employed,0,41016,.17181657
221352,1,student,1,96478,.88678735
221353,1,employed,1,22135,.81968927
221354,0,employed,1,11696,.98395485
221355,1,employed,1,15863,.35790464
221356,0,employed,1,32865,0
221357,0,employed,1,8734,.6049937
221358,1,student,0,60992,.99598259
221359,0,student,0,0,.022096887
221360,1,employed,1,17595,.97978878
221361,0,employed,1,185993,.77633822
221362,0,unemployed,1,8133,.68843496
221363,1,unemployed,0,11174,.64394468
221364,1,employed,1,9682,.22977668
221365,0,retired,0,8024,0
221366,1,employed,1,34273,0
221367,1,student,0,14266,.98067433
221368,1,retired,1,11498,.29039907
221369,0,employed,1,7281,0
221370,0,employed,0,67261,.68485039
221371,1,employed,1,10883,.58489472
221372,1,student,0,7854,.84689969
221373,1,employed,1,142472,.50299042
221374,0,employed,1,9531,.59012848
221375,1,student,0,0,.13885683
221376,1,employed,0,20508,0
221377,1,employed,1,32748,.30395371
221378,1,employed,0,7457,.8778519
221379,0,employed,1,11491,.41485646
221380,1,employed,1,19074,.78373837
221381,1,employed,1,19399,.42235166
221382,0,employed,1,9814,.38850921
221383,1,employed,1,6983,0
221384,1,employed,1,9765,.53177249
221385,1,employed,1,18657,.56000233
221386,1,unemployed,1,5861,.42407221
221387,1,employed,0,6808,0
221388,0,unemployed,1,0,.6817714
221389,1,student,0,0,.82044876
221390,0,employed,0,9403,.64348871
221391,1,employed,0,11123,.57426614
221392,1,employed,1,15193,0
221393,1,employed,1,35859,.14380024
221394,1,employed,1,15274,.079268932
221395,1,employed,1,23910,.51313239
221396,1,student,0,0,.73487329
221397,1,employed,1,8097,.22325374
221398,1,student,0,0,0
221399,1,unemployed,1,8635,.68445855
221400,1,employed,1,18084,.77957129
221401,1,unemployed,1,8545,.2720561
221402,1,employed,1,9543,.69875818
221403,1,employed,0,5470,.6035611
221404,1,student,0,0,.50968611
221405,1,employed,1,12057,.42205167
221406,1,employed,1,5412,.76600707
221407,1,employed,1,16448,.61411363
221408,1,employed,0,42522,.78796577
221409,0,unemployed,1,0,.55280107
221410,1,employed,0,11842,.61104137
221411,1,employed,1,15166,.60957396
221412,1,retired,1,6828,0
221413,1,employed,1,92397,.20715065
221414,0,unemployed,1,7522,0
221415,0,employed,1,21442,.18598607
221416,1,employed,0,10189,.97654617
221417,1,employed,0,10935,0
221418,1,employed,0,47513,.08494658
221419,0,employed,0,5627,.056817967
221420,1,retired,1,3872,0
221421,1,employed,1,7745,.84816241
221422,1,employed,1,5671,.43963426
221423,1,employed,1,5403,.85151893
221424,1,retired,1,72431,0
221425,1,employed,1,11634,.16648655
221426,1,employed,0,13762,.52941608
221427,1,student,0,17038,.037734948
221428,1,retired,1,4433,.32227841
221429,1,employed,1,28052,0
221430,1,employed,1,11084,.81313658
221431,1,retired,0,3974,.22711878
221432,1,retired,1,14428,.32717684
221433,0,unemployed,1,0,.58058631
221434,1,retired,0,10542,.26691163
221435,1,unemployed,1,0,.77367532
221436,1,employed,0,14091,.63344407
221437,1,student,0,4841,.8422268
221438,1,employed,0,57150,.77711105
221439,1,employed,1,10694,.78445888
221440,0,student,0,5401,.95289123
221441,1,employed,1,7079,.13844553
221442,1,employed,0,7267,.38668978
221443,1,retired,0,44496,.2449116
221444,1,employed,0,6944,.21014379
221445,0,employed,1,5054,0
221446,1,unemployed,1,0,0
221447,1,employed,1,8134,0
221448,0,employed,1,13332,.41742957
221449,0,retired,1,10517,0
221450,1,employed,0,48811,0
221451,0,retired,1,3652,.13581608
221452,1,employed,0,32604,.85844463
221453,1,retired,1,6618,.2049565
221454,1,employed,1,6838,.85556632
221455,1,employed,1,8022,.47775954
221456,0,employed,1,4957,.74520153
221457,1,employed,1,26766,.69543898
221458,0,employed,1,17614,.58071458
221459,1,employed,1,11074,.15098205
221460,1,unemployed,0,9928,.68174261
221461,0,student,0,0,.88336045
221462,0,employed,1,10095,.5673545
221463,1,employed,1,8983,.65060031
221464,0,employed,1,15067,0
221465,1,student,0,7485,.85298967
221466,1,employed,0,19000,.27363196
221467,1,unemployed,1,12878,.72518921
221468,0,retired,1,4429,0
221469,0,employed,0,9145,.71679449
221470,1,retired,1,12921,.31369978
221471,1,employed,1,88828,0
221472,1,employed,0,7469,0
221473,1,employed,1,18758,0
221474,1,employed,1,10499,.81227165
221475,1,employed,1,20210,.51858288
221476,1,unemployed,1,0,.3086755
221477,1,retired,1,4883,.35970137
221478,0,student,0,0,.44156969
221479,0,unemployed,0,0,.63183028
221480,1,employed,1,8985,.37168214
221481,1,employed,1,11799,.43298653
221482,0,unemployed,1,24199,.099271782
221483,0,employed,1,91419,.57336789
221484,1,student,0,35309,.92297953
221485,1,employed,1,9925,.2975592
221486,1,student,0,0,.7890923
221487,1,employed,1,10542,.67804325
221488,1,retired,0,16862,.068111569
221489,0,unemployed,1,0,.87984282
221490,0,employed,0,5959,0
221491,1,employed,0,6821,.66107315
221492,0,unemployed,0,0,.0011482158
221493,1,unemployed,0,0,.57083392
221494,0,student,0,0,.87939763
221495,1,unemployed,0,9282,.93365401
221496,1,student,0,0,.67125672
221497,0,employed,1,6924,.74894547
221498,0,student,0,0,.5765366
221499,1,employed,1,9717,.6985181
221500,0,employed,1,9302,.42106062
221501,1,unemployed,0,0,0
221502,1,employed,1,6890,0
221503,0,employed,1,10935,.60028338
221504,0,employed,1,13882,.53166693
221505,0,retired,0,3829,.1490479
221506,1,employed,0,18851,0
221507,1,retired,0,9048,0
221508,1,employed,1,9544,.17990047
221509,1,student,0,0,.91603798
221510,1,employed,0,6858,.50026357
221511,1,employed,1,50506,0
221512,0,employed,0,9014,.0075103696
221513,0,employed,0,47968,0
221514,1,employed,1,30286,.25931278
221515,1,student,1,0,.77931762
221516,0,employed,1,7366,.062318649
221517,0,unemployed,1,9912,.71149713
221518,1,student,0,0,.51601726
221519,1,retired,1,14167,.056336511
221520,1,student,1,0,.1294288
221521,1,employed,1,5821,0
221522,1,employed,1,6096,.71623516
221523,1,employed,1,7787,.11511993
221524,1,employed,1,18788,.95829821
221525,1,employed,0,36344,0
221526,1,student,0,0,.65030634
221527,1,student,0,3266,0
221528,1,unemployed,1,19610,.74947691
221529,1,employed,1,14537,.458682
221530,1,employed,0,9719,.68117398
221531,1,student,0,5555,.60744309
221532,1,employed,1,14416,.80852389
221533,1,employed,1,12183,0
221534,0,employed,1,6960,.7586897
221535,1,employed,1,5196,.47276053
221536,1,student,0,17311,.99390501
221537,1,student,0,0,0
221538,1,employed,1,7919,0
221539,1,employed,0,18633,.56383455
221540,1,student,0,0,.75734824
221541,1,employed,1,7340,.76941276
221542,1,unemployed,1,0,.63655698
221543,1,employed,0,11484,.72491062
221544,1,employed,1,19358,.55079961
221545,1,student,0,29301,.37880138
221546,1,employed,1,5653,0
221547,1,retired,1,109274,.053401493
221548,1,employed,1,19236,.50370169
221549,1,employed,1,9862,.014164127
221550,0,student,0,0,.83338207
221551,1,employed,1,7063,.14766653
221552,1,retired,0,4888,.29885143
221553,1,student,0,0,.83284354
221554,1,employed,0,9453,.050380904
221555,1,retired,0,100605,.35087827
221556,1,employed,1,18417,.16649742
221557,1,employed,1,9896,0
221558,1,employed,1,11278,.59510171
221559,1,retired,1,4857,.34025398
221560,1,employed,0,15268,.58444542
221561,1,employed,0,6159,.51639867
221562,1,unemployed,1,5823,0
221563,1,employed,0,9597,0
221564,1,retired,1,6341,0
221565,1,student,1,0,.63162422
221566,1,employed,1,9441,.42229342
221567,1,retired,0,18122,0
221568,1,unemployed,0,8497,.94821614
221569,0,unemployed,1,0,.7303713
221570,1,employed,1,16414,.10834331
221571,0,employed,1,24458,.51972914
221572,0,retired,1,5433,.11986816
221573,0,employed,0,6206,.5077312
221574,1,employed,0,84043,.29154471
221575,1,employed,1,5733,.3486636
221576,1,employed,0,9564,.300217
221577,1,student,0,0,.22287805
221578,1,employed,1,16526,.15742095
221579,0,employed,1,88957,.87793529
221580,1,retired,0,14265,0
221581,1,employed,1,6940,.66239023
221582,0,unemployed,1,18059,.81122959
221583,1,employed,1,16447,0
221584,1,employed,0,6310,.41862172
221585,1,employed,0,14177,.033722084
221586,1,employed,1,11169,.587731
221587,0,unemployed,1,0,.457109
221588,0,unemployed,1,0,0
221589,1,student,0,0,.79251373
221590,1,unemployed,1,13046,.4389672
221591,1,student,0,0,.12087071
221592,1,student,0,0,.85096896
221593,0,employed,1,17793,.62490678
221594,1,student,0,0,.69603509
221595,0,student,0,0,.24009937
221596,1,retired,1,20676,0
221597,1,employed,1,12737,.56333041
221598,0,student,0,0,.23497567
221599,1,employed,1,10704,.59968084
221600,1,student,0,0,0
221601,1,employed,0,9113,.59048319
221602,1,unemployed,1,0,0
221603,1,employed,1,17011,.75046962
221604,1,employed,1,10756,.44353381
221605,1,employed,1,69201,.084742628
221606,1,employed,1,5913,.25271633
221607,1,employed,1,25708,0
221608,1,employed,1,17974,.94938105
221609,1,employed,0,59450,.69656581
221610,1,student,0,6486,.88152301
221611,1,unemployed,1,0,0
221612,1,unemployed,1,0,.74733436
221613,1,student,0,5148,.8261736
221614,1,employed,1,7635,.52262902
221615,1,unemployed,0,0,.76533931
221616,1,employed,1,17857,.59751892
221617,1,retired,1,4350,.26214141
221618,1,employed,1,15480,.70449215
221619,1,employed,1,16944,.5535816
221620,1,student,0,0,.94992536
221621,1,retired,1,13770,.32484037
221622,1,retired,1,6529,.30849245
221623,1,student,0,0,.89001554
221624,0,unemployed,0,0,.96101928
221625,1,employed,0,15096,.8675158
221626,0,unemployed,1,8273,.43227029
221627,1,employed,1,11033,.02296879
221628,1,student,0,2874,.015634296
221629,1,unemployed,1,0,.61890489
221630,1,retired,1,4795,.30825377
221631,1,employed,1,12604,.81226724
221632,0,employed,1,8829,.58546442
221633,0,employed,1,89470,.88968831
221634,1,employed,1,5669,.28841436
221635,0,employed,1,43582,.51626176
221636,1,employed,1,9223,.96750242
221637,1,employed,1,8470,.79923952
221638,0,student,0,0,.12817286
221639,1,employed,1,7295,.77685368
221640,1,employed,0,31641,0
221641,0,employed,1,9966,.10407972
221642,1,unemployed,1,18433,.62888438
221643,1,retired,0,5125,0
221644,0,student,0,0,.85410088
221645,1,student,0,0,.1698219
221646,0,employed,1,19241,.3601371
221647,1,employed,0,47768,.57948059
221648,1,employed,1,10129,.44466913
221649,1,student,1,0,.01490598
221650,1,employed,1,6251,.73551881
221651,1,employed,1,12064,.052150488
221652,1,employed,1,12302,.401499
221653,1,employed,0,120855,.75247812
221654,1,student,0,0,.85678923
221655,1,employed,1,26480,.9539988
221656,1,employed,0,5653,.19947538
221657,1,student,0,27755,.6655851
221658,1,employed,1,25077,.61452395
221659,1,employed,1,7124,.84721297
221660,1,employed,1,5935,.10796493
221661,1,retired,1,20930,0
221662,1,student,0,0,.89050895
221663,0,unemployed,0,0,0
221664,0,student,0,0,0
221665,1,unemployed,1,0,.70461559
221666,0,retired,0,8034,.11096185
221667,1,unemployed,0,10931,.68769401
221668,0,employed,1,20814,0
221669,0,employed,1,5442,.27183005
221670,1,employed,1,21055,.62973142
221671,0,employed,0,16514,.083886154
221672,0,employed,1,13470,0
221673,1,student,0,0,.85446405
221674,1,retired,1,21421,.23572166
221675,0,student,0,0,.36465189
221676,0,student,0,4624,.51957655
221677,1,student,0,0,.88520265
221678,1,employed,1,28364,0
221679,1,employed,0,9209,0
221680,1,employed,1,15484,.27865282
221681,1,employed,0,15285,.47835058
221682,0,retired,1,7186,0
221683,1,employed,1,8206,0
221684,1,employed,1,8752,0
221685,0,student,0,0,.15110752
221686,1,student,0,0,.98884791
221687,0,retired,1,48475,.22887106
221688,1,unemployed,1,8336,0
221689,0,unemployed,0,12620,.39273775
221690,1,employed,1,8543,.6264292
221691,1,employed,1,8200,.23285121
221692,1,student,0,0,.28150254
221693,1,employed,0,13702,.77656668
221694,0,employed,1,14478,.63604522
221695,0,unemployed,1,0,.73297912
221696,1,unemployed,1,0,.51257956
221697,1,retired,0,1769,0
221698,1,employed,1,6323,.75259489
221699,1,student,0,27347,.92337418
221700,0,student,0,4797,.055759307
221701,1,employed,1,30306,.60246128
221702,1,employed,1,7407,.62948483
221703,1,employed,0,7485,.55567193
221704,1,employed,1,14934,.97258496
221705,1,retired,0,6453,0
221706,1,unemployed,1,0,.14364411
221707,0,unemployed,1,7985,.2521466
221708,0,employed,1,13236,.1597345
221709,1,unemployed,1,0,0
221710,1,employed,1,15369,0
221711,1,employed,0,6721,.046793733
221712,1,employed,0,27542,.22996785
221713,0,employed,1,7851,.030563662
221714,1,student,0,0,.84866452
221715,1,employed,0,21157,.97287053
221716,0,student,0,0,.86851478
221717,1,employed,1,10774,.47588441
221718,0,employed,1,19732,.56921387
221719,0,employed,1,10986,.60900116
221720,1,retired,1,15434,.09616445
221721,1,student,0,10455,.89489615
221722,0,employed,0,7346,.53074336
221723,1,employed,1,54585,0
221724,1,unemployed,1,9201,.55376565
221725,1,retired,1,10885,0
221726,1,employed,1,8600,.70646214
221727,1,employed,0,31564,0
221728,1,unemployed,0,0,.92560959
221729,0,retired,1,3453,.23142669
221730,1,employed,1,6794,0
221731,1,student,0,0,.83887511
221732,1,employed,0,7991,.9495464
221733,1,unemployed,0,0,.90201521
221734,1,employed,1,42328,.70908946
221735,1,employed,0,19378,.67046481
221736,1,employed,1,27859,.52596468
221737,1,unemployed,1,10605,.57396442
221738,1,student,0,0,.78496593
221739,0,employed,1,8348,.54847306
221740,1,employed,1,10295,.79734749
221741,1,student,0,0,.85925132
221742,1,unemployed,0,0,0
221743,1,employed,1,40101,.15475218
221744,1,employed,1,21736,.38057435
221745,0,unemployed,1,7524,.62025183
221746,1,employed,1,8058,0
221747,0,unemployed,1,0,.91406161
221748,1,employed,1,46026,.84422928
221749,1,employed,0,5738,.48752522
221750,1,unemployed,0,13805,.91438943
221751,1,employed,1,11739,.79407662
221752,0,student,0,5584,.17906472
221753,1,employed,1,53124,0
221754,1,employed,1,134060,.58255827
221755,1,employed,1,45109,.90680248
221756,0,employed,1,28164,.48490447
221757,1,unemployed,1,11697,0
221758,1,student,0,0,0
221759,0,student,0,3118,.7270779
221760,1,employed,1,8748,.36886877
221761,1,retired,1,3388,.033245441
221762,0,employed,1,4558,.056662377
221763,1,employed,1,8144,.50563568
221764,0,employed,1,5558,.63361555
221765,0,student,0,0,.24889922
221766,1,unemployed,1,11910,.71956277
221767,0,employed,1,11766,.81132561
221768,0,retired,0,10946,.10503627
221769,1,employed,0,6641,.54468203
221770,1,employed,0,51128,.54799479
221771,1,employed,1,36247,.69914657
221772,1,employed,0,9528,.34884289
221773,0,employed,0,37461,.89956808
221774,1,employed,0,8332,.93449479
221775,0,student,0,0,.86332691
221776,0,student,0,0,.13912489
221777,1,unemployed,0,0,.12332603
221778,0,employed,1,4777,.013302141
221779,0,employed,1,5201,0
221780,1,employed,1,13431,.54319876
221781,1,student,0,8093,.94842654
221782,1,employed,1,7436,.19963929
221783,1,employed,1,10181,.40353826
221784,1,retired,1,9850,.28302735
221785,1,employed,1,29913,.22694889
221786,1,employed,1,50078,.52006817
221787,1,employed,1,8500,.79956549
221788,1,employed,1,14492,.13116804
221789,1,unemployed,0,0,.68087417
221790,1,employed,1,11240,0
221791,1,employed,1,36931,0
221792,1,student,0,0,.90107495
221793,0,employed,1,29077,.6040169
221794,1,unemployed,0,32174,.24067093
221795,0,employed,1,13289,.63301623
221796,1,student,0,24323,.91495699
221797,1,employed,1,279901,.24448512
221798,1,employed,1,7871,.86081147
221799,1,employed,1,21747,.53308856
221800,1,employed,0,13050,.54654604
221801,0,employed,0,8199,.37144536
221802,1,employed,1,7523,0
221803,1,employed,0,11770,.61593127
221804,1,employed,0,7672,.62767279
221805,0,unemployed,1,23520,0
221806,1,employed,1,32669,.97217137
221807,1,employed,0,94029,.73510915
221808,1,employed,0,17914,0
221809,1,employed,1,10062,.56880009
221810,1,employed,1,9770,.28174043
221811,1,student,0,0,.22989972
221812,1,employed,1,12964,.92146891
221813,1,employed,1,21039,.76522726
221814,1,retired,1,4014,.20204499
221815,1,employed,1,8880,.021552749
221816,1,employed,1,78476,0
221817,0,employed,1,4978,.84619159
221818,1,employed,0,50536,.60050708
221819,0,unemployed,1,0,.6614936
221820,0,student,0,0,.89726341
221821,1,employed,1,61533,.5058955
221822,1,student,0,0,.98671269
221823,0,employed,1,6452,.58434802
221824,0,employed,1,8693,.26411825
221825,0,unemployed,1,12142,0
