id,sex,employment,marital,income,social3
107610,1,employed,1,28435,0
107611,1,employed,0,26825,.54916114
107612,1,employed,1,7972,0
107613,0,employed,1,13745,.72721624
107614,1,student,0,0,.86160862
107615,1,employed,0,26674,.27826869
107616,0,employed,1,27198,.57702869
107617,0,employed,1,9824,.30289897
107618,1,employed,0,16505,.77633154
107619,1,unemployed,0,6793,0
107620,1,employed,0,15461,.54582697
107621,1,retired,1,12253,.22588041
107622,1,unemployed,1,0,0
107623,1,student,0,0,.53661352
107624,1,employed,1,20628,.32140449
107625,0,student,0,0,.93387681
107626,1,employed,1,29506,.67778331
107627,1,student,0,3554,.61726046
107628,1,employed,1,13202,.79043937
107629,1,employed,0,52810,.5641191
107630,1,employed,1,7429,.65347499
107631,1,employed,0,5831,.16731514
107632,1,retired,1,25168,.20658338
107633,1,student,0,10711,.24188642
107634,1,student,0,5564,.27137366
107635,0,retired,0,2936,0
107636,1,employed,1,8485,.66945899
107637,1,employed,1,10278,.57590401
107638,0,unemployed,1,0,.67618006
107639,1,student,0,0,.04336115
107640,1,employed,1,16300,.53332388
107641,1,employed,1,15717,.77263832
107642,1,employed,0,21370,.62796611
107643,1,employed,0,7495,0
107644,0,unemployed,1,11251,.70034456
107645,1,employed,0,41142,.68420953
107646,1,employed,1,13244,.62077039
107647,0,employed,0,15959,.29291391
107648,1,unemployed,0,5664,.86857462
107649,1,employed,1,6007,.40668142
107650,1,employed,0,9036,0
107651,0,retired,0,62243,0
107652,0,unemployed,1,0,0
107653,1,student,0,9843,.7072736
107654,1,student,1,0,.09338402
107655,1,unemployed,1,6458,.26835766
107656,0,employed,1,155718,.55066919
107657,1,employed,0,10535,.8637327
107658,1,employed,1,9257,0
107659,1,employed,1,11677,.54433382
107660,1,student,0,21027,.94967908
107661,0,employed,1,7678,0
107662,0,student,0,0,0
107663,1,student,0,0,.90926504
107664,1,employed,1,9026,.55149269
107665,1,employed,1,25321,.47134951
107666,1,employed,0,18534,.9438408
107667,1,employed,1,8974,.40988782
107668,0,unemployed,1,5897,.074442975
107669,0,student,0,28694,.82387495
107670,1,employed,0,20980,.84532601
107671,1,student,1,27816,.81402349
107672,0,student,0,0,.56018627
107673,0,unemployed,1,5403,0
107674,1,student,0,0,.025177468
107675,1,employed,0,8714,.54256278
107676,0,student,0,4059,.89306235
107677,1,employed,0,8141,.073554642
107678,1,retired,1,4485,.12414869
107679,0,retired,1,4460,.077784777
107680,1,employed,0,9958,.77652168
107681,1,student,0,7456,.93309367
107682,1,employed,1,10650,0
107683,1,unemployed,1,8076,.24810471
107684,1,employed,1,6957,.72336072
107685,1,unemployed,0,0,0
107686,1,employed,0,9868,.53226048
107687,0,employed,1,6092,.72400749
107688,1,student,0,3342,.86689955
107689,1,employed,1,12759,0
107690,1,unemployed,0,0,0
107691,1,employed,1,66078,.33940449
107692,0,student,0,0,.37620392
107693,1,employed,1,12429,0
107694,1,employed,1,8525,0
107695,1,employed,1,8558,.10938589
107696,1,employed,0,154301,.65815336
107697,1,employed,0,16689,.63110787
107698,1,employed,1,9441,.58018696
107699,1,employed,0,7177,0
107700,0,employed,1,6447,.67325819
107701,1,unemployed,1,10967,0
107702,1,employed,1,6398,0
107703,1,employed,0,5927,0
107704,1,employed,0,20807,.29442117
107705,0,unemployed,1,0,.85163927
107706,1,employed,1,22312,.60364503
107707,1,employed,1,5705,.52669406
107708,1,employed,1,6969,0
107709,1,unemployed,1,0,0
107710,1,employed,1,9401,.017750112
107711,1,retired,0,29467,0
107712,1,retired,1,4507,.11213155
107713,0,unemployed,1,0,0
107714,1,unemployed,1,11244,.50880045
107715,0,retired,1,3438,.24258184
107716,0,student,0,0,.85206294
107717,0,student,0,6058,0
107718,1,employed,1,55381,0
107719,0,unemployed,1,0,.8739922
107720,0,employed,0,7165,0
107721,1,employed,0,6544,.55444688
107722,1,student,0,0,.70690572
107723,1,employed,1,194766,.10658639
107724,1,employed,1,39564,.76111978
107725,1,employed,0,6263,.23952152
107726,1,retired,0,7160,0
107727,0,employed,0,8571,0
107728,1,student,0,0,.9329505
107729,1,student,0,0,.89389449
107730,1,employed,1,11714,.52578688
107731,1,employed,1,21951,.94000775
107732,1,employed,1,13343,0
107733,1,retired,0,15016,.31978968
107734,1,student,0,135200,.96230394
107735,0,student,0,7767,.72348046
107736,0,student,0,24462,.89785719
107737,1,student,0,9343,.36868429
107738,1,unemployed,0,10603,.67152607
107739,1,employed,1,6563,.35402519
107740,1,student,0,0,0
107741,1,unemployed,1,0,.60243756
107742,1,employed,1,163563,.64797956
107743,1,student,0,0,.84024203
107744,1,student,0,7496,.94473404
107745,1,employed,1,5863,.85178959
107746,0,employed,0,30339,0
107747,1,employed,1,15109,0
107748,1,employed,1,5923,0
107749,1,employed,0,25975,.91385013
107750,1,employed,0,8747,.50288385
107751,1,retired,0,9523,0
107752,0,employed,1,10426,0
107753,1,employed,1,39700,.59879148
107754,1,retired,0,42698,.28983885
107755,1,employed,1,12125,.32395548
107756,0,student,0,0,.16785532
107757,1,retired,0,9916,.26252156
107758,1,student,0,0,.9820205
107759,1,employed,0,5599,.56603646
107760,0,employed,1,11423,.0035461641
107761,1,employed,1,59414,.71131945
107762,1,unemployed,1,5081,.21814075
107763,1,employed,1,500554,.093653977
107764,1,employed,1,33967,.58830094
107765,0,student,0,0,.58090824
107766,0,employed,1,29048,0
107767,0,student,1,0,.66012818
107768,0,student,1,0,.81708914
107769,0,employed,1,6697,0
107770,1,employed,1,8666,.69741446
107771,1,employed,1,35007,.1373482
107772,1,retired,1,3417,.24527705
107773,0,unemployed,0,0,.014672421
107774,1,retired,0,22817,.18787059
107775,1,retired,1,7901,.21842213
107776,1,retired,0,9513,.18744685
107777,0,retired,1,27586,.3178193
107778,0,employed,1,6295,.64460504
107779,1,employed,1,9674,.21071753
107780,1,employed,1,12324,.6588825
107781,1,employed,0,30728,0
107782,0,retired,1,4510,.23085412
107783,1,employed,1,6919,.61217225
107784,1,unemployed,0,0,.68852895
107785,1,employed,1,45914,.95387655
107786,0,employed,1,12500,0
107787,1,employed,0,15658,.88004988
107788,1,employed,1,24513,.58408117
107789,1,employed,1,96595,.88138753
107790,0,retired,1,15123,.25218114
107791,0,unemployed,0,12191,0
107792,1,retired,0,3982,.3205139
107793,1,employed,1,5691,.50774884
107794,0,employed,1,6842,.51837599
107795,1,student,0,9059,.83375221
107796,1,employed,1,13566,0
107797,1,student,0,0,.51071155
107798,1,employed,0,6447,.12075529
107799,1,employed,1,5788,.68013209
107800,0,unemployed,1,0,.91936171
107801,0,retired,1,5566,0
107802,1,student,0,34850,0
107803,0,unemployed,1,6329,.59890169
107804,1,employed,0,6743,0
107805,1,employed,1,9240,.51791883
107806,0,employed,0,10001,.76055586
107807,1,employed,1,7516,.84061164
107808,0,unemployed,0,6225,0
107809,0,employed,1,7304,.49693233
107810,1,unemployed,1,12310,0
107811,0,employed,0,7618,.17461148
107812,1,student,0,0,.95500904
107813,1,retired,1,4647,0
107814,1,employed,1,61866,.8017202
107815,1,employed,1,5635,.67911118
107816,1,employed,0,29366,.70418453
107817,1,student,0,21143,.84480327
107818,1,retired,0,25081,0
107819,0,unemployed,0,0,.81475073
107820,1,employed,1,21327,0
107821,1,student,0,3090,.66086197
107822,0,retired,1,14765,.24480183
107823,1,retired,1,11612,0
107824,1,employed,0,14278,.57411307
107825,1,employed,1,9828,0
107826,0,employed,1,11289,.57479614
107827,0,employed,1,5871,.43506822
107828,1,employed,1,6650,.17383111
107829,1,employed,1,6951,0
107830,1,employed,1,5717,.29321572
107831,1,retired,1,31325,0
107832,1,student,0,0,.89006495
107833,0,employed,0,27608,.098403201
107834,1,student,0,0,.976794
107835,1,retired,0,11468,.38999954
107836,1,unemployed,1,0,.73665851
107837,0,employed,0,5844,.68435252
107838,1,employed,1,5973,.19901305
107839,1,employed,1,12434,.72582394
107840,1,employed,0,6877,.0050516934
107841,1,retired,1,10896,.33222118
107842,1,student,1,0,.97504312
107843,1,employed,1,13127,0
107844,0,student,0,0,.89065939
107845,1,student,0,0,.76906025
107846,1,retired,1,17343,0
107847,1,retired,0,27335,.27623585
107848,1,employed,1,10048,.94865352
107849,1,employed,1,18473,0
107850,1,employed,1,26813,0
107851,1,retired,0,115232,.268904
107852,1,student,1,0,.096050695
107853,0,retired,0,7502,0
107854,0,unemployed,1,6027,.62601095
107855,1,employed,1,15166,.78033495
107856,1,retired,0,9596,.33914098
107857,1,employed,1,6285,.052054103
107858,1,employed,1,331081,.16865923
107859,1,employed,1,31939,.032361869
107860,1,employed,0,31078,0
107861,1,employed,1,10027,0
107862,1,student,1,0,0
107863,1,unemployed,1,9312,.55062932
107864,1,employed,1,9934,0
107865,1,employed,1,25728,.16898507
107866,0,unemployed,1,0,.65691394
107867,0,employed,1,65746,.52469325
107868,1,employed,1,27281,.90289569
107869,1,employed,0,5643,0
107870,0,employed,1,11495,.12338053
107871,1,student,0,0,.86836827
107872,1,employed,1,9802,.69292831
107873,0,employed,1,6882,0
107874,0,unemployed,1,3945,.68978858
107875,0,employed,1,12846,.50124949
107876,0,employed,1,8474,.14396735
107877,1,employed,1,16949,.50882632
107878,0,employed,0,38859,.5922395
107879,1,retired,1,23871,0
107880,1,student,0,21576,.84337831
107881,1,employed,0,10057,.59547132
107882,0,employed,0,13988,.93379223
107883,1,student,0,8647,.90384549
107884,1,employed,1,42084,0
107885,0,employed,1,4752,.65831882
107886,1,employed,1,66495,.54768461
107887,0,employed,0,8888,.69015783
107888,0,student,0,0,.96412182
107889,1,retired,1,6057,.23223773
107890,1,unemployed,0,7845,.63071942
107891,0,unemployed,0,17009,0
107892,1,employed,1,17230,.53752565
107893,1,employed,1,26868,.1182674
107894,1,employed,1,8139,.7140255
107895,0,employed,1,15899,.82275927
107896,1,employed,1,6612,.91244012
107897,1,student,1,13820,.60723341
107898,1,employed,1,26411,.026350625
107899,0,student,0,4455,.86226946
107900,0,employed,1,8492,0
107901,1,employed,0,7006,.6469034
107902,1,student,0,30200,0
107903,0,unemployed,1,0,.74359679
107904,1,employed,1,17914,.20025016
107905,0,student,0,5198,.93433297
107906,0,employed,1,10324,.089769132
107907,1,employed,1,5336,.20556647
107908,1,employed,0,18484,.72848791
107909,0,employed,1,11142,0
107910,0,employed,1,21329,.84583521
107911,0,employed,1,7015,.45914966
107912,0,employed,1,7120,0
107913,0,employed,1,9316,.95076269
107914,1,employed,1,6361,.48761177
107915,1,employed,0,8265,.21948008
107916,1,employed,1,17287,.12776269
107917,1,student,0,0,.8337692
107918,1,employed,1,65166,0
107919,1,employed,1,15848,.16059116
107920,1,employed,0,6205,.56435698
107921,1,employed,1,7649,.55109471
107922,0,employed,1,8518,.22803733
107923,1,retired,1,11182,.1907987
107924,1,employed,0,45944,.71143681
107925,1,retired,1,12030,.28417215
107926,0,employed,1,9402,.36408219
107927,0,student,0,0,.74623334
107928,1,employed,0,14654,.67790878
107929,1,student,1,0,.90014273
107930,1,student,0,11498,.43400398
107931,1,retired,1,5181,.20580046
107932,0,student,0,0,.88177598
107933,1,employed,1,54248,.6986165
107934,0,employed,1,5373,.32126734
107935,0,student,0,13101,.35092524
107936,1,employed,0,13385,.53695947
107937,1,student,0,0,.92398703
107938,1,employed,1,17680,.070508227
107939,0,employed,1,44642,.20093635
107940,0,student,0,6495,.91664469
107941,1,employed,1,303054,0
107942,0,retired,0,10025,0
107943,1,employed,1,34876,.53427964
107944,1,employed,1,5494,0
107945,1,employed,1,5473,.63438499
107946,1,retired,1,48491,.34136987
107947,1,retired,0,7384,0
107948,1,unemployed,0,0,.16766222
107949,1,employed,1,14017,.60177386
107950,1,unemployed,0,27647,.80080032
107951,1,student,0,0,.90689933
107952,1,employed,1,6832,0
107953,1,unemployed,1,18883,0
107954,1,employed,1,10868,.060616329
107955,1,employed,0,7825,.80024356
107956,0,employed,1,15635,.54361844
107957,1,employed,0,25347,0
107958,0,student,0,0,.93007988
107959,1,employed,1,16430,.64590806
107960,1,student,0,0,.19590075
107961,1,employed,1,15791,.66758138
107962,1,employed,0,5545,.040702313
107963,1,unemployed,1,140605,.7947855
107964,1,student,0,8156,.69383925
107965,1,unemployed,0,0,.7042588
107966,1,student,0,0,.82486075
107967,1,employed,1,13666,.012808517
107968,0,student,0,6088,.13835587
107969,0,unemployed,1,0,.82190645
107970,0,student,0,11760,.94485706
107971,0,employed,0,6398,0
107972,1,employed,1,15121,.97364104
107973,1,employed,1,7684,.79952341
107974,1,employed,1,6537,.67751825
107975,1,employed,1,6638,.68728852
107976,0,retired,1,5276,.10024869
107977,0,employed,1,18954,0
107978,1,employed,1,13198,.64636821
107979,0,employed,1,5105,0
107980,0,retired,1,3888,.05066938
107981,1,employed,0,20316,0
107982,1,employed,1,9067,0
107983,1,employed,1,6594,.82422209
107984,1,employed,1,10528,.88431972
107985,1,employed,1,6015,.69401562
107986,0,unemployed,0,0,.46183771
107987,0,employed,1,6039,.42378417
107988,1,retired,0,4380,.26840425
107989,1,employed,1,7690,.86473644
107990,1,student,0,7036,.86510694
107991,1,student,0,0,.35109794
107992,1,employed,0,6064,.39694738
107993,1,employed,0,20220,.57795608
107994,1,unemployed,1,0,.32069537
107995,1,employed,1,14589,.78188181
107996,1,employed,1,72028,.68385345
107997,1,employed,1,7015,.46953249
107998,1,student,0,4187,.46522307
107999,1,employed,1,11988,0
108000,0,student,0,31294,.74159765
108001,1,employed,1,15268,.62188751
108002,1,employed,1,43806,.63008195
108003,1,employed,1,6647,.22711819
108004,0,student,0,0,.28905851
108005,0,employed,1,5055,.5996449
108006,1,employed,1,9089,.27552754
108007,0,employed,1,8235,0
108008,1,employed,1,5879,.65350491
108009,1,employed,1,8004,0
108010,1,employed,1,10478,.54772562
108011,1,retired,0,7098,.30749232
108012,1,employed,1,14043,.53525889
108013,1,employed,1,34887,.22554147
108014,1,student,1,0,.82179582
108015,1,employed,1,6900,.68779081
108016,1,employed,0,20992,0
108017,1,employed,1,8859,0
108018,0,employed,0,7203,.92781842
108019,1,employed,1,10306,.50496554
108020,1,employed,1,108397,.54620838
108021,1,employed,1,6323,0
108022,1,employed,1,5856,.72409391
108023,0,employed,0,68882,0
108024,1,student,0,0,.73025596
108025,1,retired,0,6144,0
108026,1,employed,1,23629,.84958267
108027,0,unemployed,1,9788,.14471389
108028,0,employed,1,10302,.66197568
108029,1,employed,1,9077,.49422434
108030,1,employed,1,9340,.0084510511
108031,1,employed,1,9106,.7594887
108032,1,employed,1,17044,.31619594
108033,1,employed,0,27280,0
108034,1,employed,1,14090,.67899179
108035,0,unemployed,1,0,.55481488
108036,1,employed,0,7027,.5248602
108037,1,retired,0,6280,0
108038,1,employed,0,20380,0
108039,1,retired,1,215,.37299389
108040,1,employed,0,11091,.56519651
108041,1,retired,0,5796,0
108042,1,student,0,0,.061550371
108043,1,student,0,0,0
108044,1,employed,1,39064,0
108045,1,student,0,0,.73520285
108046,1,student,0,10254,.96804792
108047,1,employed,1,9249,.57862443
108048,0,retired,1,800,0
108049,1,unemployed,1,10973,.13437158
108050,0,student,0,0,.52104056
108051,0,student,0,0,.87715787
108052,0,employed,1,8546,0
108053,0,retired,1,4797,0
108054,0,unemployed,1,6006,0
108055,0,employed,1,15712,.56172335
108056,0,employed,1,6588,.57254463
108057,1,student,0,22005,.60617399
108058,1,employed,1,13893,.98923862
108059,1,unemployed,1,25997,.57082671
108060,1,retired,1,12592,.14657962
108061,0,student,0,6267,.7270214
108062,1,employed,1,12135,.68669701
108063,1,employed,0,13652,.70299989
108064,1,student,1,9839,.61598533
108065,0,employed,1,16107,.71711862
108066,0,employed,1,8320,.58681297
108067,1,employed,0,27107,.59877676
108068,1,student,0,6666,.88739842
108069,1,retired,0,280037,.23644742
108070,1,employed,1,11150,.28391171
108071,0,unemployed,1,0,.69798958
108072,1,employed,1,11092,.79613131
108073,0,unemployed,1,0,.70467645
108074,1,employed,0,11544,.47758132
108075,1,employed,1,19785,0
108076,1,unemployed,0,13236,0
108077,1,student,0,4552,.92434871
108078,1,employed,0,19817,.5249995
108079,1,student,0,5886,.98089838
108080,1,employed,0,5691,.50546217
108081,0,unemployed,1,0,.22094169
108082,1,employed,0,190233,.57154733
108083,1,student,0,0,.94401538
108084,1,student,0,0,.86818129
108085,1,employed,0,19221,.87992376
108086,0,employed,1,5984,.065238602
108087,0,unemployed,1,7935,.66765523
108088,1,employed,1,29382,.63123482
108089,1,employed,1,10741,.55077904
108090,1,unemployed,1,0,.64178061
108091,1,unemployed,1,0,.69457746
108092,1,employed,1,9145,.50770307
108093,1,retired,1,17327,0
108094,1,student,0,0,.69954967
108095,1,employed,1,11811,0
108096,0,employed,0,26168,0
108097,0,employed,1,5395,.50516093
108098,1,employed,1,14789,.6755299
108099,0,employed,1,8566,.66772342
108100,1,student,0,5901,.19980867
108101,1,student,0,0,.43996039
108102,1,employed,0,17019,.03966951
108103,0,employed,1,9205,0
108104,1,retired,0,6293,0
108105,1,employed,1,10370,.17504597
108106,1,employed,1,20496,0
108107,1,employed,0,11290,.28358111
108108,0,employed,1,16266,0
108109,1,employed,1,9675,.78877163
108110,1,employed,1,7489,.72358721
108111,0,unemployed,0,0,.67541397
108112,1,employed,1,6300,0
108113,1,retired,1,13331,.37087867
108114,0,employed,1,51775,.52621728
108115,1,employed,1,9989,.82015616
108116,1,employed,1,33126,0
108117,0,employed,1,11461,.525132
108118,1,employed,1,10958,.16937384
108119,1,employed,1,8707,0
108120,0,employed,1,4642,.61668551
108121,1,employed,0,18532,.83095676
108122,1,unemployed,1,0,.57635856
108123,1,student,0,4663,.53336167
108124,0,employed,1,7697,.12938145
108125,0,employed,1,21709,.71657729
108126,1,employed,1,88655,.04766421
108127,0,student,0,0,.62563336
108128,1,employed,0,6140,.43313855
108129,0,employed,1,4984,.59182727
108130,1,employed,1,38979,.30372307
108131,1,employed,0,8823,.53419137
108132,0,employed,1,9347,.5536043
108133,0,employed,1,12186,.56109446
108134,0,employed,1,6973,.56267786
108135,1,unemployed,0,7091,.02430512
108136,1,employed,0,26671,.58772814
108137,1,employed,1,40320,.56393367
108138,1,unemployed,0,10340,.71801251
108139,1,employed,1,68856,0
108140,1,retired,0,6518,.34137291
108141,0,student,1,0,.74780667
108142,1,employed,0,9407,.63456154
108143,1,retired,1,17561,0
108144,1,employed,1,11149,0
108145,1,employed,0,17242,.12869672
108146,0,unemployed,1,0,.59248471
108147,0,student,0,0,.85859865
108148,0,unemployed,1,0,0
108149,1,unemployed,0,11183,0
108150,1,employed,0,10271,.22492209
108151,1,retired,0,57819,0
108152,1,employed,0,15512,.66943729
108153,1,employed,0,9644,.49073133
108154,1,employed,0,65602,.85216868
108155,1,employed,1,158198,0
108156,0,unemployed,1,0,.86315066
108157,1,employed,0,20088,.66607684
108158,0,employed,1,7384,.56627512
108159,1,employed,1,5950,.45574185
108160,1,unemployed,1,0,.76935923
108161,1,employed,1,11905,.54527217
108162,1,retired,1,8435,0
108163,1,unemployed,1,0,.30120039
108164,0,student,0,6545,.95815527
108165,1,unemployed,1,19337,.44270194
108166,1,employed,0,8158,.72986174
108167,1,student,0,0,.87783539
108168,1,employed,0,11375,.51761687
108169,1,employed,1,13496,.48736727
108170,1,employed,1,177558,.82049203
108171,1,retired,1,4252,.016421147
108172,0,employed,0,8214,.80937439
108173,1,employed,0,6681,.77990448
108174,1,student,0,0,.054998051
108175,1,employed,1,48400,.14486809
108176,0,retired,1,434,0
108177,1,student,0,0,.85401905
108178,1,retired,0,8150,.2764836
108179,1,employed,1,65545,0
108180,1,unemployed,1,7196,.84541041
108181,1,employed,0,7344,0
108182,1,employed,0,14382,.5700382
108183,1,employed,0,9962,.44898838
108184,0,employed,1,28709,.58648401
108185,1,employed,1,5328,.56198978
108186,1,employed,0,12875,0
108187,1,student,0,17965,.86550212
108188,1,student,1,0,0
108189,1,employed,1,101570,.64174253
108190,1,employed,0,11129,.2062185
108191,1,unemployed,0,9229,.74482727
108192,0,employed,0,9485,.80436218
108193,1,retired,0,27229,.22048989
108194,1,student,0,0,.75363362
108195,1,employed,1,10976,.31781095
108196,1,employed,1,7089,.43097228
108197,0,unemployed,0,0,.92071146
108198,1,employed,1,7689,0
108199,1,employed,1,7368,.37643349
108200,1,employed,1,36867,.50922585
108201,0,unemployed,1,8038,.12115731
108202,1,employed,0,12846,.19177149
108203,1,employed,1,94524,.66760486
108204,1,retired,0,6237,0
108205,1,employed,1,9081,.53887647
108206,1,employed,1,5989,.079215869
108207,1,student,0,0,.75111306
108208,0,employed,1,12461,.67552733
108209,1,employed,1,27742,0
108210,1,student,0,3676,.59700352
108211,0,employed,1,19893,.69991446
108212,0,retired,0,3443,0
108213,1,retired,0,6827,.23757418
108214,1,employed,1,18587,.087247372
108215,1,student,0,23592,.90810061
108216,1,retired,0,4107,.11385222
108217,1,student,0,5494,.851695
108218,0,employed,1,6754,.73256844
108219,1,retired,1,11273,.23233864
108220,1,employed,0,6123,.64909416
108221,1,student,0,29680,.26075423
108222,1,student,0,0,.24289434
108223,1,employed,1,13232,.1659532
108224,1,employed,0,76202,.9679901
108225,0,employed,1,24483,.20176472
108226,1,employed,1,6515,.92253679
108227,1,retired,0,96259,.22998734
108228,1,unemployed,1,22483,.38833216
108229,1,student,0,9250,0
108230,1,employed,0,26821,.51344025
108231,1,employed,1,27404,.63342601
108232,1,student,0,0,.13534933
108233,1,employed,0,18784,.51756698
108234,1,employed,1,8061,.53380036
108235,1,unemployed,1,0,.72411251
108236,1,student,0,0,.47546658
108237,0,student,0,0,.049999345
108238,1,employed,0,5570,.32293016
108239,1,employed,1,7257,.52979982
108240,1,employed,0,21607,.34715322
108241,0,employed,1,10391,0
108242,0,employed,0,6905,.56303275
108243,1,employed,0,23392,.49768239
108244,1,student,0,0,.83452606
108245,1,employed,1,12109,.74371481
108246,1,employed,1,33073,.94251305
108247,0,retired,1,38639,.072033793
108248,1,employed,0,23679,.51085508
108249,1,employed,1,7891,.57911181
108250,0,employed,0,32012,.62378168
108251,1,employed,1,5469,.5436886
108252,1,employed,1,30599,0
108253,0,employed,1,4928,.0055354107
108254,0,unemployed,1,24297,.53736287
108255,1,employed,0,34111,.27166316
108256,1,employed,0,5257,.59795815
108257,1,unemployed,1,7424,.50489259
108258,1,employed,1,6212,.76618528
108259,1,employed,1,13116,.68941212
108260,0,student,0,0,.1234066
108261,1,retired,0,17752,.21915464
108262,1,student,0,0,0
108263,1,employed,1,12094,.72034115
108264,1,retired,0,3646,.13724878
108265,0,unemployed,1,0,0
108266,1,employed,1,9608,.6880812
108267,1,unemployed,1,0,.50438833
108268,1,employed,1,48595,.64694142
108269,1,unemployed,1,8628,.40036228
108270,1,student,0,0,.21437827
108271,0,student,0,0,.18090126
108272,0,student,0,0,.22631267
108273,0,unemployed,1,0,.15524842
108274,1,employed,1,7348,0
108275,0,unemployed,1,0,0
108276,1,unemployed,1,0,.58673382
108277,1,employed,0,11989,.26958784
108278,1,employed,0,60266,0
108279,1,student,0,13404,.01622289
108280,1,employed,0,10916,.39622173
108281,1,student,0,0,.12391053
108282,0,employed,1,8231,0
108283,1,employed,0,27376,.6850118
108284,1,employed,1,42512,.51895505
108285,1,student,0,3594,.46286494
108286,0,employed,1,9552,.46909821
108287,0,employed,1,5463,.7676217
108288,0,employed,1,10878,.13598424
108289,1,employed,1,9699,.16765028
108290,1,employed,0,10158,.14706585
108291,1,employed,1,7199,.58554661
108292,1,employed,1,23556,.52854258
108293,0,unemployed,1,26558,0
108294,0,student,0,3961,.26096076
108295,0,employed,1,6203,.66203779
108296,1,employed,0,17425,.63213128
108297,1,employed,1,10103,0
108298,1,employed,1,11239,0
108299,1,employed,1,9969,.53996789
108300,1,unemployed,1,5552,.9326911
108301,1,employed,0,20645,.50060064
108302,1,student,0,0,.20187975
108303,1,student,0,0,.86675096
108304,1,employed,1,20845,.062090151
108305,0,employed,1,21197,.77391738
108306,1,employed,1,5991,.54893672
108307,1,employed,0,19839,0
108308,1,student,0,5770,.93665659
108309,0,employed,0,15035,.61697257
108310,1,employed,1,16938,.56839263
108311,1,employed,1,6250,0
108312,1,student,0,12880,.77899361
108313,1,employed,1,85305,.76853627
108314,1,employed,1,59876,.27206501
108315,1,employed,1,10633,0
108316,1,employed,1,22013,.6652261
108317,0,employed,1,8676,.36270499
108318,0,employed,1,12666,0
108319,1,employed,1,75537,0
108320,0,employed,1,5588,.67964578
108321,1,employed,1,17523,.8603766
108322,1,unemployed,0,0,.1966064
108323,1,employed,0,8576,.68988931
108324,1,employed,0,23074,0
108325,1,student,0,0,.36499006
108326,1,employed,1,32808,.11012566
108327,1,employed,1,5315,.82169664
108328,1,student,0,0,.86648643
108329,0,employed,0,23269,.9701795
108330,0,employed,0,15668,.63729662
108331,1,employed,0,17468,.64849395
108332,1,student,0,0,.99066544
108333,1,student,0,0,.91464239
108334,1,employed,0,34905,0
108335,1,employed,1,39406,.50642139
108336,0,student,0,0,.98996985
108337,1,employed,1,6629,.54210055
108338,1,employed,1,13977,.80366302
108339,1,student,0,18478,.88070869
108340,1,employed,1,9859,.52656567
108341,1,employed,1,10517,0
108342,1,employed,0,6156,.541614
108343,1,employed,1,25060,0
108344,1,employed,0,14146,.55519557
108345,1,student,0,0,.87918079
108346,0,retired,0,18313,.0020715932
108347,1,employed,1,15011,.67845815
108348,1,student,0,6826,.60567683
108349,0,student,0,0,.87126517
108350,1,employed,1,5502,.20456332
108351,0,employed,1,10921,.70432055
108352,1,student,0,0,.96947253
108353,1,retired,1,11861,.22326419
108354,0,employed,0,5558,0
108355,1,retired,1,4397,.38338274
108356,1,unemployed,1,9061,.77715898
108357,1,student,0,11665,.84409201
108358,1,employed,1,32060,.025129996
108359,1,retired,1,3952,0
108360,0,employed,1,14867,0
108361,1,employed,1,61851,.73831636
108362,0,employed,1,93769,.069580801
108363,1,employed,1,5555,.22531877
108364,1,employed,0,38090,.79556233
108365,1,retired,1,3537,.24433264
108366,1,student,0,17423,0
108367,1,employed,1,8575,0
108368,1,retired,0,59548,.2249957
108369,1,unemployed,0,0,0
108370,0,employed,0,13240,.31209889
108371,1,student,0,0,.2740756
108372,1,employed,0,52728,.53524375
108373,1,retired,0,72023,0
108374,1,unemployed,1,13909,.55575234
108375,1,employed,1,18240,.45266283
108376,1,employed,0,22448,.44915888
108377,0,retired,1,8437,.027999833
108378,0,unemployed,1,36733,.16517751
108379,1,employed,0,10979,.046036787
108380,1,employed,0,7330,.56065339
108381,1,employed,1,12041,.84701335
108382,0,retired,1,8833,0
108383,1,employed,1,8575,.5763613
108384,1,employed,1,11488,.52462929
108385,1,retired,0,17605,0
108386,1,employed,1,18314,0
108387,0,retired,1,5615,.12318268
108388,1,employed,1,8081,0
108389,0,student,0,0,.87261587
108390,1,unemployed,1,9481,.91276312
108391,1,employed,1,12475,.80536079
108392,1,unemployed,0,0,.15131308
108393,1,employed,1,20921,.74887878
108394,0,employed,1,5915,.31364307
108395,0,retired,1,3065,.15261911
108396,1,employed,1,28349,.45579118
108397,1,unemployed,0,10266,0
108398,1,employed,0,10022,.78399074
108399,1,student,0,17015,.47321889
108400,1,employed,1,41760,.52561814
108401,1,student,1,8636,.7869724
108402,0,employed,1,14921,0
108403,0,retired,0,308404,.18067452
108404,0,employed,1,5068,0
108405,0,retired,1,67022,.33701387
108406,1,employed,1,8542,.6656788
108407,1,unemployed,1,15859,.50683725
108408,1,retired,0,9266,.27131587
108409,0,employed,1,12186,.54883736
108410,0,retired,1,8221,.11344199
108411,0,employed,0,17653,.52998334
108412,0,employed,0,7804,.33990917
108413,1,employed,1,268706,.58668518
108414,0,employed,1,7133,.40426135
108415,1,employed,1,5820,.21493487
108416,1,retired,1,6148,.25238571
108417,0,unemployed,1,20856,.48948139
108418,1,unemployed,1,6626,.76464701
108419,1,employed,0,8289,.57569718
